,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2009-06-30,117670.05,269237.5,180485.8,85836.3,281372.8787878788,266258.0625,297522.0,242124.5,337318.0,151384.7142857143,111578.8918918919,499398.6666666667,196285.25,103205.6,104619.44117647059,117585.42857142857,106126.85714285714,101311.75,117713.14285714286,172444.75,221338.66666666666,315570.0,107386.30303030302,152075.44444444444,104185.6875,108748.65217391304,223159.5,108415.08333333333,185844.875,193080.33333333334,269220.75,161632.4,135297.53846153847,155453.47222222222,138955.42857142858,102859.82222222222,82403.65,210389.15789473685,132818.29032258064,260239.0,146390.42857142858,143052.0,113838.92307692308,99898.3125,239279.6,211183.0,165794.75,212352.25,84179.8,140943.58333333334,239478.88888888888
2009-07-31,117032.3,268699.0,178059.2,85646.6,279946.24242424243,265878.375,295303.0,240953.5,336561.0,149610.5357142857,110756.35135135135,495005.6666666667,194491.08333333334,102680.48,104276.26470588235,117449.04761904762,105989.35714285714,101115.35,117469.42857142857,171358.0,219644.83333333334,314367.14285714284,106628.0,151123.44444444444,104006.25,108232.73913043478,222430.33333333334,108315.58333333333,182161.875,192045.5,265706.0,160447.53333333333,134729.23076923078,154654.61111111112,138932.14285714287,102406.84444444445,82419.5,208481.15789473685,132355.2258064516,258742.0,145251.42857142858,142548.33333333334,113254.53846153847,99656.03125,237115.1,210697.25,165111.0,211022.2,83886.4,140282.20833333334,238560.11111111112
2009-08-31,116484.15,268134.25,175514.8,85369.85,278334.48484848486,265209.75,294306.8,240037.0,335684.0,147987.89285714287,109890.83783783784,492316.0,192555.83333333334,102115.16,103928.58823529411,117292.71428571429,105815.92857142857,100844.9,117245.14285714286,170770.75,218437.33333333334,313451.28571428574,105915.54545454546,150138.88888888888,103760.375,107846.86956521739,221343.16666666666,108162.5,179069.25,191162.16666666666,263543.25,159440.66666666666,134240.6923076923,153833.0,139031.42857142858,102005.35555555555,82412.55,206672.8947368421,131926.90322580645,257876.0,144285.2142857143,141946.66666666666,112840.15384615384,99450.75,234913.0,209820.0,164360.58333333334,209840.75,83697.3,139660.41666666666,237514.77777777778
2009-09-30,115933.5,267759.5,173018.4,85068.0,276899.1818181818,263936.3125,293091.6,239064.5,334679.0,146578.75,109086.5945945946,489760.6666666667,190738.41666666666,101613.0,103646.20588235294,117092.42857142857,105638.92857142857,100544.15,117096.14285714286,170060.75,217285.66666666666,313412.0,105325.93939393939,149077.66666666666,103488.0,107531.60869565218,220146.33333333334,108108.33333333333,176512.875,190431.83333333334,262477.25,158574.33333333334,133840.46153846153,152977.69444444444,139080.7142857143,101635.44444444444,82432.7,205177.1052631579,130003.59375,257476.0,143595.2142857143,141412.55555555556,112499.38461538461,99257.9375,232964.7,209054.0,163639.5,208691.55,83635.7,139116.125,236307.77777777778
2009-10-31,115444.5,267289.0,170922.9,84779.7,276156.2121212121,262863.9375,292569.8,237620.0,334175.0,145405.82142857142,108298.75675675676,486258.0,189060.91666666666,101186.8,103390.35294117648,116912.61904761905,105390.85714285714,100298.9,116887.35714285714,169359.25,216142.0,313320.71428571426,104841.69696969698,148184.5,102624.5294117647,107211.69565217392,219215.5,108150.91666666667,174321.625,189874.0,262400.25,158089.53333333333,133673.6923076923,152238.75,139098.85714285713,101384.06666666667,82425.05,203796.0,129754.875,257490.0,143022.07142857142,140998.88888888888,112283.03846153847,99128.96875,231330.6,208428.75,162733.58333333334,207786.6,83653.0,138589.54166666666,234729.0
2009-11-30,114964.15,267136.25,169961.7,84656.7,276821.75757575757,262011.1875,291260.8,236168.5,334336.0,144611.4642857143,107621.43243243243,483435.3333333333,183815.0,100916.48,103185.70588235294,116779.04761904762,105236.5,100200.75,116885.92857142857,168740.5,215204.33333333334,313710.71428571426,104506.21212121213,144554.8947368421,102387.88235294117,107001.17391304347,218303.66666666666,108250.83333333333,172234.125,189388.66666666666,262795.25,157631.93333333332,133614.88461538462,151627.55555555556,138940.0,101120.48888888888,82621.55,202583.68421052632,129630.03125,257920.0,142563.2142857143,140587.0,112110.5,99030.859375,230271.4,207767.5,162022.41666666666,207014.05,83588.3,138266.58333333334,233356.0
2009-12-31,114577.55,266976.25,169353.2,84612.35,277625.0,262008.125,290035.6,235161.0,335226.0,143824.17857142858,106960.0,482576.6666666667,182734.3076923077,100720.72,103042.94117647059,116760.23809523809,105188.07142857143,100261.2,116792.64285714286,168374.75,214774.33333333334,313876.71428571426,104235.0,144208.68421052632,102191.35294117648,106872.69565217392,217489.83333333334,108424.5,170044.625,189056.66666666666,262463.75,157258.26666666666,133650.76923076922,151126.25,138931.85714285713,100956.95555555556,82749.95,201497.68421052632,129551.65625,258073.0,141910.07142857142,140319.33333333334,112019.26923076923,98974.46875,229306.6,207279.0,161412.5,206204.3,83481.0,138045.25,232286.77777777778
2010-01-31,114266.9,267070.75,168625.6,84593.0,278417.8181818182,262154.6875,288223.6,234292.5,336496.0,143179.35714285713,106335.56756756757,482754.3333333333,181605.84615384616,99812.80769230769,103299.65714285715,116772.90476190476,106047.33333333333,100301.5,116750.0,167897.0,214798.5,314456.28571428574,104002.87878787878,143849.47368421053,102009.29411764706,106748.08695652174,216732.16666666666,108646.58333333333,168305.5,188650.16666666666,261400.75,156721.86666666667,133604.53846153847,150575.0,139055.85714285713,100811.4,82891.45,200566.47368421053,129616.375,258852.0,141378.85714285713,140099.55555555556,111908.15384615384,98931.28125,228357.3,206994.5,161117.16666666666,205244.6,83400.6,137851.41666666666,231558.22222222222
2010-02-28,113954.7,267036.25,167378.6,84544.9,278358.42424242425,262289.625,286990.4,233479.0,336843.0,142431.67857142858,105773.62162162163,484438.6666666667,180482.07692307694,99406.11111111111,103203.31428571428,116887.47619047618,105983.13333333333,100335.55,116582.07142857143,167564.25,214619.5,315011.14285714284,103825.15151515152,143665.05263157896,101937.64705882352,106643.69565217392,216400.5,108874.83333333333,166755.125,188211.0,260189.25,156135.4,133646.96153846153,150045.80555555556,139252.0,100760.13333333333,82633.3,199769.47368421053,129744.09375,259173.0,133636.33333333334,140081.77777777778,111755.07692307692,98929.921875,227501.6,206994.25,160947.0,204430.35,83477.8,137716.875,230882.22222222222
2010-03-31,113590.9,267146.0,166312.3,84516.45,279053.0303030303,262357.1875,286601.0,231956.5,337567.0,141979.92857142858,105340.37837837837,485058.3333333333,179258.84615384616,99233.03703703704,103103.17142857143,117000.23809523809,105961.06666666667,100350.0,116529.42857142857,167463.75,214075.33333333334,315523.0,103750.87878787878,143758.1052631579,101921.0,106623.65217391304,216456.0,109034.66666666667,165731.75,187853.0,259153.75,155738.93333333332,133667.38461538462,149633.94444444444,139605.85714285713,100655.82222222222,82440.0,199106.2105263158,129849.5625,259748.0,133155.8,140205.77777777778,111659.96153846153,98907.890625,226957.6,207214.25,160920.58333333334,204004.35,83644.5,137591.41666666666,230406.88888888888
2010-04-30,113165.9,267502.0,165487.9,84525.75,279663.1515151515,261962.9375,286834.2,230603.5,338360.0,141611.5357142857,105083.08108108108,486495.3333333333,178407.53846153847,99175.5925925926,103131.28571428571,117135.33333333333,105962.4,100449.8,116431.28571428571,167816.75,213281.33333333334,316488.14285714284,103809.75757575757,143872.52631578947,101927.82352941176,106735.86956521739,216290.5,109164.25,164834.0,187635.5,258941.25,155232.26666666666,133808.73076923078,149436.91666666666,139996.0,100557.24444444444,82264.7,198404.15789473685,129910.65625,259766.0,132878.73333333334,140374.22222222222,111552.23076923077,98904.6875,226548.7,207324.25,160970.66666666666,204026.75,83836.5,137506.41666666666,230229.22222222222
2010-05-31,112712.6,268097.75,164523.3,84553.3,280266.1818181818,261181.4375,287001.8,229754.0,339679.0,141189.42857142858,104827.2972972973,485972.0,177425.46153846153,99115.85185185185,103088.02857142857,117248.28571428571,106005.6,100552.05,116499.07142857143,168272.5,212912.33333333334,317148.85714285716,103922.33333333333,143095.55,101881.05882352941,106803.69565217392,216070.0,109205.83333333333,164034.75,187559.0,258457.5,154853.93333333332,133933.61538461538,149235.30555555556,140520.85714285713,100500.02222222222,82315.35,197583.31578947368,129889.0625,259845.0,132625.6,140557.55555555556,111562.46153846153,98901.015625,226111.3,207406.25,160802.5,204028.7,83968.3,137336.66666666666,230081.0
2010-06-30,112234.2,268492.75,163403.7,84478.95,279702.8181818182,259736.625,286735.8,229475.0,339709.0,140673.39285714287,104517.18918918919,487036.0,176179.6923076923,99000.0,103067.37142857142,117303.0,106042.86666666667,100583.05,116569.42857142857,168252.0,212854.33333333334,317785.0,103956.45454545454,142704.55,101731.29411764706,106796.30434782608,215575.66666666666,109250.08333333333,163349.875,187475.83333333334,258519.5,154249.13333333333,134137.88461538462,149013.91666666666,141088.14285714287,100411.3111111111,82310.7,196594.8947368421,129860.8125,259691.0,132456.2,140616.22222222222,111507.23076923077,98877.15625,225511.3,207452.5,160601.91666666666,203735.75,84013.5,137022.375,230032.22222222222
2010-07-31,111806.9,268736.0,162051.0,84352.7,278589.7272727273,258771.6875,286093.2,228514.5,339190.0,139880.4642857143,104108.7027027027,486927.3333333333,174650.15384615384,98757.14814814815,103011.88571428572,117352.28571428571,106107.93333333333,100514.4,116471.14285714286,167895.5,212036.66666666666,317301.71428571426,103860.75757575757,142261.5,101472.35294117648,106604.52173913043,215027.33333333334,109216.16666666667,162501.875,187524.5,257742.5,153649.86666666667,134262.73076923078,148616.83333333334,141814.7142857143,100226.04444444444,82209.05,195412.26315789475,129772.46875,259425.0,131976.93333333332,140768.22222222222,111471.26923076923,98820.921875,224523.7,207807.25,160210.16666666666,202953.6,84062.4,136728.79166666666,229621.88888888888
2010-08-31,111330.0,268992.0,160880.5,84245.85,277786.45454545453,257723.8125,284994.8,227423.0,338301.0,138978.89285714287,103641.0,487879.0,173196.92307692306,98582.18518518518,102914.4,117351.14285714286,106059.53333333334,100468.85,118386.6,167422.75,210459.5,316703.0,103522.0,141449.1,101230.41176470589,106279.69565217392,207364.0,109163.5,161466.375,187359.0,256916.75,152858.53333333333,134313.07692307694,148098.16666666666,142345.2857142857,99920.84444444445,82123.05,194162.36842105264,129609.1875,258790.0,131409.26666666666,140905.11111111112,111312.23076923077,98715.1875,223469.2,208186.0,159758.33333333334,201930.85,84119.8,136279.29166666666,229142.33333333334
2010-09-30,110933.05,269154.0,159380.9,84071.0,276922.7878787879,256956.125,283984.2,226257.0,337986.0,137930.85714285713,103061.56756756757,487989.3333333333,171627.23076923078,98406.48148148147,102789.74285714286,117349.38095238095,106033.73333333334,100481.6,118263.33333333333,167002.5,208372.33333333334,315564.14285714284,103084.84848484848,140781.75,101030.94117647059,105822.91304347826,206931.85714285713,108957.0,159830.125,187185.0,255315.0,152064.86666666667,134175.5,147530.94444444444,142903.42857142858,99615.44444444444,82001.75,192728.2105263158,129306.0,257676.0,130772.93333333333,141150.44444444444,111113.69230769231,98420.2,222292.2,208332.75,159174.25,200778.65,84045.3,135599.41666666666,228509.22222222222
2010-10-31,110546.15,269247.0,157475.2,83960.55,275699.1818181818,256007.8125,282164.4,225489.0,337364.0,136810.25,102464.56756756757,487857.3333333333,169952.76923076922,98155.55555555556,102599.14285714286,117329.09523809524,106012.33333333333,100471.75,118242.6,166523.75,206624.5,314929.0,102593.57575757576,140016.15,100856.88235294117,105435.26086956522,206368.0,108687.08333333333,158035.375,186612.5,253953.0,151070.86666666667,133863.23076923078,146977.58333333334,143488.0,99303.22222222222,81997.55,191464.42105263157,128898.03125,256108.0,130153.53333333334,141275.22222222222,110826.73076923077,98283.33846153846,221152.3,208568.0,158760.33333333334,199557.85,83926.0,134918.625,228115.77777777778
2010-11-30,110135.45,268901.25,155280.0,83749.1,273522.42424242425,255177.3125,280070.4,223875.5,335946.0,135528.7857142857,101707.64864864865,488292.3333333333,167964.07692307694,97789.51851851853,102388.97142857143,117258.71428571429,106077.4,100347.35,118095.53333333334,165912.75,204876.33333333334,313937.71428571426,102075.15151515152,139366.4,100638.94117647059,105037.73913043478,205398.0,108431.25,156278.625,185968.16666666666,252474.5,150228.0,133545.76923076922,146448.11111111112,144254.85714285713,98959.22222222222,81617.15,190243.94736842104,128411.46875,254552.0,129539.73333333334,141408.11111111112,110499.84615384616,98090.41538461538,219757.8,208613.0,158523.75,198223.95,83758.3,134125.5,227510.11111111112
2010-12-31,109690.2,268563.25,153070.4,83517.35,271281.1212121212,253679.375,278269.6,222155.5,334570.0,134285.82142857142,101003.78378378379,487628.3333333333,166047.61538461538,97381.55555555556,102142.31428571428,117092.14285714286,106002.26666666666,100050.65,117851.86666666667,165231.75,203190.66666666666,313195.4285714286,101599.0303030303,138250.35,100417.94117647059,104651.95652173914,204298.0,108233.66666666667,154736.375,185118.66666666666,251038.75,149521.6,133143.15384615384,145874.38888888888,144931.14285714287,98538.3111111111,81333.5,188949.1052631579,127892.125,253457.0,128835.0,141357.33333333334,110086.19230769231,97890.96923076923,218409.7,208747.0,158137.25,196970.0,83706.2,133421.58333333334,226755.44444444444
2011-01-31,109146.85,267942.0,151022.2,83249.8,269082.9696969697,251734.4375,277586.8,219732.5,333617.0,133050.7857142857,100213.64864864865,487936.3333333333,164289.61538461538,97020.4074074074,101915.62857142858,116956.71428571429,105845.26666666666,99732.15,117575.06666666667,165117.5,201252.83333333334,312176.0,101068.06060606061,137225.65,100334.0,104239.86956521739,203172.14285714287,108041.66666666667,152963.0,184266.66666666666,249145.5,149136.86666666667,132747.46153846153,145254.97222222222,145293.42857142858,98117.82222222222,80945.95,187623.84210526315,127392.875,252050.0,128039.73333333334,141222.11111111112,109622.76923076923,97639.01538461538,217451.9,208246.0,157501.58333333334,195710.1,83558.3,132757.08333333334,225759.22222222222
2011-02-28,108560.9,267485.75,149219.2,83013.4,267114.3333333333,249719.4375,276982.0,217977.5,333863.0,131994.85714285713,99541.8918918919,487047.3333333333,162799.92307692306,96731.96296296296,101645.28571428571,116783.76190476191,105738.4,99434.1,117454.26666666666,165152.0,199834.66666666666,311556.14285714284,100537.69696969698,136183.45,100210.23529411765,103759.0,202177.2857142857,107843.41666666667,151161.0,183643.83333333334,247154.25,148830.73333333334,132317.65384615384,144676.47222222222,145587.0,97683.06666666667,80964.5,186281.26315789475,126860.40625,250758.0,127185.13333333333,141011.88888888888,109270.92307692308,97412.27692307692,216246.5,207791.5,156664.0,194582.45,83380.2,132065.625,225004.88888888888
2011-03-31,108064.7,266947.75,147731.2,82832.5,264884.2121212121,248397.375,275613.0,216803.5,333465.0,130744.03571428571,98796.67567567568,433396.25,161523.38461538462,96368.88888888889,101429.28571428571,116643.23809523809,105570.2,99239.15,117313.33333333333,165247.25,199241.33333333334,310452.28571428574,99939.48484848485,135264.4,99985.70588235294,103243.43478260869,201258.0,107668.0,149235.125,183019.66666666666,245463.5,148331.0,131989.5,144047.25,145751.57142857142,97336.46666666666,80903.7,184903.1052631579,126377.5625,249036.0,126513.06666666667,140845.66666666666,108880.23076923077,97220.9076923077,214988.1,207196.75,156026.41666666666,193221.2,83126.3,131382.75,224328.33333333334
2011-04-30,107645.0,266603.5,146365.7,82634.5,262664.3333333333,247502.875,273495.8,216296.5,332990.0,129548.92857142857,97978.45945945945,431674.5,160131.15384615384,95969.85185185185,101165.05714285714,116460.33333333333,105369.66666666667,98995.0,117222.66666666667,164784.25,199309.5,309110.85714285716,99361.60606060606,134336.6,99721.70588235294,102760.43478260869,200835.0,107564.91666666667,143109.77777777778,182705.0,244046.5,147919.2,131625.84615384616,143320.66666666666,146207.42857142858,96930.08888888889,80830.2,183554.57894736843,125906.375,247415.0,125823.33333333333,140690.11111111112,108512.11538461539,97102.98461538462,213636.1,207090.0,155547.08333333334,191854.7,82985.7,130554.875,223740.55555555556
2011-05-31,107492.3,266381.75,145094.7,82417.75,260054.84848484848,246692.6875,271497.6,215245.0,331713.0,128346.39285714286,97175.81081081081,431691.0,159150.6923076923,95537.62962962964,100989.74285714286,116342.71428571429,105232.33333333333,98813.65,117207.13333333333,164422.5,199166.66666666666,307482.0,98924.36363636363,133689.9,99565.64705882352,102502.08695652174,200453.7142857143,107611.16666666667,141594.77777777778,182237.33333333334,243171.25,147405.93333333332,131311.8076923077,142746.11111111112,146524.42857142858,96573.48888888888,80678.3,182370.36842105264,125554.25,245598.0,125217.2,140573.11111111112,108101.11538461539,96993.56923076924,212682.7,206799.5,155064.5,190424.0,82957.5,129841.33333333333,223171.66666666666
2011-06-30,107296.4,266488.25,143624.2,82332.2,258219.0909090909,246021.375,270229.6,214042.5,331259.0,127463.07142857143,96464.24324324324,431675.5,158496.92307692306,95243.5925925926,100813.57142857143,116320.09523809524,105135.4,98673.85,115815.0625,164187.5,198290.33333333334,306205.0,98620.48484848485,133423.1,99559.4705882353,102381.26086956522,200051.0,107708.16666666667,140157.0,181793.16666666666,241742.5,147130.13333333333,130826.34615384616,142278.16666666666,146654.85714285713,96301.91111111111,80596.95,181475.1052631579,125159.40625,244243.0,124649.46666666666,140540.11111111112,107841.84615384616,96911.4923076923,212001.2,206645.0,154691.16666666666,189225.9,83062.8,129204.75,222641.66666666666
2011-07-31,107089.6,266674.75,142475.7,82376.9,256739.45454545456,245024.375,269207.8,213019.0,330600.0,126715.64285714286,95854.24324324324,431698.25,158150.3076923077,95094.62962962964,100717.62857142858,116332.52380952382,105148.2,98668.3,115947.375,164151.75,197698.83333333334,305539.0,98493.84848484848,133348.25,99681.4705882353,102458.04347826086,199426.7142857143,107900.91666666667,139103.55555555556,181014.66666666666,240756.25,146898.86666666667,130473.92307692308,141991.44444444444,146654.0,96198.22222222222,80617.0,180741.94736842104,124811.0625,242859.0,124356.13333333333,140437.22222222222,107630.96153846153,96879.12307692308,211788.6,206364.5,154351.58333333334,188319.65,83147.3,128657.5,222509.88888888888
2011-08-31,106872.3,266822.5,141769.0,82474.75,255244.51515151514,244469.875,267701.8,212261.5,330368.0,126176.07142857143,95327.27027027027,430462.0,157783.38461538462,94947.18518518518,100710.88571428572,116417.04761904762,105157.13333333333,98680.2,116108.0,163954.5,197547.33333333334,304804.4285714286,98508.06060606061,133598.8,99784.05882352941,102512.91304347826,199018.2857142857,108111.83333333333,138131.0,180541.83333333334,239384.0,146690.86666666667,130151.0,141722.5,146930.0,96161.26666666666,80663.05,180097.73684210525,124525.125,241639.0,124044.4,140377.33333333334,107463.19230769231,96902.53846153847,211935.3,206074.5,154421.33333333334,187568.1,83183.3,128223.25,222794.33333333334
2011-09-30,106655.3,266807.0,141588.4,82590.65,253788.0909090909,243940.75,265919.8,211055.0,329761.0,125734.75,94836.24324324324,428850.0,157570.6923076923,94760.85185185185,100690.2,116530.0,105168.86666666667,98695.15,116162.0,163758.0,198152.16666666666,303925.5714285714,98466.60606060606,133716.8,99864.17647058824,102633.82608695653,198915.57142857142,108345.66666666667,137745.11111111112,180220.83333333334,238128.0,146418.46666666667,130031.42307692308,141548.13888888888,147474.85714285713,96092.04444444444,80746.4,179625.05263157896,124394.9375,240351.0,123751.8,141109.9,107242.61538461539,96984.13846153846,211867.8,205880.0,154467.75,187015.7,83140.3,127907.375,223387.33333333334
2011-10-31,106448.85,266758.0,141828.0,82654.6,252202.72727272726,243740.6875,264121.6,209722.5,329299.0,125369.53571428571,94405.54054054055,428145.5,157717.76923076922,94528.81481481482,100697.4857142857,116620.90476190476,105192.86666666667,98674.75,116276.3125,163559.75,198179.16666666666,302367.5714285714,98341.90909090909,133685.9,99782.41176470589,102562.73913043478,198980.7142857143,108578.91666666667,137639.33333333334,180247.83333333334,236445.25,146099.86666666667,129958.46153846153,141206.41666666666,148030.14285714287,95960.93333333333,80704.95,179136.31578947368,124339.53125,239341.0,123386.06666666667,141244.9,107017.96153846153,97023.47692307692,211161.8,205787.5,154418.25,186484.35,83098.9,127613.83333333333,223746.55555555556
2011-11-30,106202.25,266743.25,141930.3,82700.75,251347.69696969696,243614.0625,263118.8,209223.5,329333.0,125070.60714285714,94089.64864864865,426865.5,158051.15384615384,94344.85185185185,100654.91428571429,116675.28571428571,105162.8,98665.75,116453.75,163283.5,197763.66666666666,300985.28571428574,98149.66666666667,133401.95,99739.94117647059,102496.65217391304,199096.2857142857,108703.41666666667,137624.0,179992.0,234858.0,145900.93333333332,129845.07692307692,140818.88888888888,148522.0,95833.73333333334,80777.65,178670.57894736843,124263.15625,237909.0,123085.4,141332.0,106772.84615384616,97088.2,210611.0,205987.75,154022.33333333334,186040.45,83068.5,127351.625,224086.11111111112
2011-12-31,106023.9,266874.5,142333.5,82693.0,250451.87878787878,243923.0,261593.8,208661.0,329247.0,124840.07142857143,93762.51351351352,426245.75,158332.0,94206.74074074074,100637.11428571428,116727.33333333333,105197.86666666667,98659.2,116725.375,162967.75,196757.66666666666,300249.71428571426,98018.45454545454,133338.1,99647.23529411765,102334.78260869565,199269.85714285713,108764.08333333333,137479.0,179810.66666666666,233752.0,145586.26666666666,129782.0,140312.19444444444,149010.0,95735.33333333333,80795.85,178200.52631578947,124143.875,236444.0,123113.26666666666,141697.5,106605.15384615384,97124.0,210521.4,205912.75,153877.08333333334,185618.55,83086.4,127077.875,224370.66666666666
2012-01-31,105876.65,267145.0,142473.3,82698.75,249960.87878787878,244656.125,259764.0,208337.5,329094.0,124683.03571428571,93447.81081081081,425385.75,158641.76923076922,94114.66666666667,100572.45714285714,116766.95238095238,105193.93333333333,98666.25,117043.8125,162512.5,195792.0,299985.85714285716,97997.69696969698,133450.8,99538.23529411765,102326.69565217392,199686.42857142858,108701.5,137326.66666666666,179817.0,232795.25,145221.06666666668,129793.5,139010.7027027027,146154.125,95643.28888888888,80942.75,177947.36842105264,123945.8125,234958.0,123217.8,141865.2,106522.26923076923,97254.89230769231,211077.0,205806.5,153777.33333333334,185277.0,83184.5,126795.625,225186.77777777778
2012-02-29,105808.05,267501.0,142854.8,82757.35,249799.9393939394,245685.5,257770.8,207455.5,329054.0,124592.5,93107.48648648648,425050.0,158977.92307692306,93990.29629629629,100536.62857142858,116825.14285714286,105253.6,98698.15,117281.875,162017.5,195073.16666666666,299320.5714285714,98040.0,133615.7,99431.4705882353,102371.26086956522,199966.2857142857,108657.33333333333,137261.11111111112,179715.66666666666,232356.5,144635.0,129798.46153846153,138710.67567567568,147013.375,95511.11111111111,81066.0,177693.63157894736,122126.36363636363,233310.0,123410.4,142054.2,106426.69230769231,97391.73846153847,211755.3,205592.75,153803.41666666666,184995.65,83330.4,126476.5,225998.77777777778
2012-03-31,105728.8,267778.5,143037.0,82875.35,249960.12121212122,246166.5625,256370.8,206826.0,330012.0,124748.42857142857,92915.13513513513,425425.0,159305.61538461538,94004.11111111111,100533.31428571428,116896.47619047618,105350.13333333333,98715.6,117516.1875,161553.25,194727.66666666666,298828.4285714286,98183.42424242424,133750.9,99334.29411764706,102514.47826086957,200182.0,108734.33333333333,137416.66666666666,179586.0,232179.5,144238.13333333333,129772.11538461539,138467.16216216216,148007.0,95410.4,81230.9,177756.52631578947,121994.18181818182,232047.0,123359.93333333333,142080.0,106393.65384615384,97567.58461538462,212472.0,205440.75,153771.83333333334,184924.25,83494.7,126187.08333333333,226746.22222222222
2012-04-30,105731.6,267932.25,143584.2,83082.9,250666.21212121213,246472.5625,255411.4,205643.0,331172.0,125098.03571428571,92843.2972972973,425891.25,159682.0,94003.96296296296,100590.68571428572,117010.0,105519.53333333334,98821.8,117710.375,161321.75,194625.0,298423.71428571426,98308.0,134055.95,99303.76470588235,102631.73913043478,200159.0,108885.66666666667,138001.77777777778,179206.16666666666,232326.0,143897.93333333332,129664.19230769231,138329.13513513515,148970.75,95351.57777777778,81403.5,177967.1052631579,121942.54545454546,231323.0,123310.33333333333,142201.5,106429.61538461539,97710.56923076924,213182.4,205269.75,153809.91666666666,184980.8,83569.3,126086.625,227273.55555555556
2012-05-31,105669.65,268204.75,144417.0,83353.1,252091.60606060605,246636.0,254423.6,204573.5,332424.0,125536.78571428571,92836.1081081081,426409.0,160088.46153846153,94095.18518518518,100646.71428571429,117129.95238095238,105647.46666666666,98927.25,117806.3125,161220.25,194722.16666666666,298476.5714285714,98370.39393939394,134376.9,99248.5294117647,102704.30434782608,200276.57142857142,109057.08333333333,138759.33333333334,179278.0,232198.5,143873.2,129631.0,138135.8918918919,150027.75,95272.86666666667,81559.15,178335.2105263158,121922.42424242424,231276.0,123296.53333333334,142324.4,106517.38461538461,97912.36923076923,213951.6,205202.25,154146.16666666666,185103.85,83593.7,126079.45833333333,227930.22222222222
2012-06-30,105649.35,268733.0,145673.4,83584.75,253738.15151515152,247152.75,252930.6,203621.5,333767.0,125929.14285714286,92888.13513513513,425516.5,160725.92307692306,94126.11111111111,100698.74285714286,117239.33333333333,105873.33333333333,99021.35,117783.4375,161308.25,194561.5,298603.85714285716,98424.15151515152,134706.35,99206.76470588235,102717.91304347826,200432.42857142858,109191.25,139790.55555555556,179360.5,231800.0,143963.6,129740.69230769231,137931.67567567568,151320.375,95178.84444444445,81677.4,178824.63157894736,121930.42424242424,231044.0,123208.8,142564.1,106528.92307692308,98122.61538461539,214590.2,205186.0,154317.75,185409.95,83606.1,126051.29166666667,228738.33333333334
2012-07-31,105617.3,269288.5,147231.1,83675.55,255800.9393939394,247749.875,251552.4,203385.0,335514.0,126387.21428571429,93018.48648648648,425791.0,161646.53846153847,94135.5925925926,100725.71428571429,117373.71428571429,105847.4,99107.45,117681.8125,161562.75,194515.66666666666,299085.5714285714,98490.60606060606,134954.7,99181.4705882353,102679.17391304347,200799.2857142857,109327.5,140851.0,179684.16666666666,231174.0,144194.33333333334,129840.5,137714.43243243243,152710.5,95049.97777777778,81763.75,179411.73684210525,121949.09090909091,231052.0,123070.6,142890.3,106526.73076923077,98384.21538461538,215283.5,205285.25,154536.75,185834.5,83605.3,126009.125,229379.0
2012-08-31,105532.4,269752.75,148832.1,83745.3,258026.21212121213,248455.0625,250884.0,203183.5,337114.0,126855.32142857143,93188.62162162163,425853.75,162748.07692307694,94116.5925925926,100735.02857142857,117531.71428571429,105884.26666666666,99163.95,117698.375,161847.0,194817.83333333334,299842.14285714284,98741.09090909091,135192.1,99187.4705882353,102715.43478260869,201327.2857142857,109509.08333333333,142338.0,179757.0,230810.5,144523.73333333334,129983.42307692308,137630.7837837838,154047.375,94974.64444444445,81820.85,180305.8947368421,120831.58823529411,231131.0,123013.6,143266.9,106551.73076923077,98646.2,215897.1,205400.75,154496.58333333334,186414.3,81956.0,125953.54166666667,229661.22222222222
2012-09-30,105472.65,270191.0,150429.2,83851.9,260397.24242424243,249535.375,250504.4,203450.0,338384.0,127404.10714285714,93443.83783783784,427754.5,163918.3076923077,94116.44444444444,100802.74285714286,117663.38095238095,105837.33333333333,99241.6,117759.4375,162153.25,195334.66666666666,300705.4285714286,99147.12121212122,135639.1,99199.94117647059,102812.34782608696,201834.0,109781.25,143876.33333333334,179533.0,230949.25,144915.33333333334,130082.23076923077,137565.8918918919,155301.25,94944.02222222222,81879.35,181147.84210526315,120839.41176470589,231503.0,123027.86666666667,143810.8,106683.65384615384,98906.30769230769,217041.9,205566.0,154622.91666666666,186878.25,82016.54545454546,126031.625,229945.0
